instrument_uri,instrument_label,doc_family,threshold_category,domain_of_concern,proposed_component_uri,proposed_component_label,evidence_level,primary_evidence_url,secondary_evidence_url,tertiary_evidence_url,evidence_note
pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM91b861f9b1f5aaed2,Dani Model Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM9e21c24b6f5f817b7,Dani Model Applied Force Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9a0cace6ab8fdc335,Dani Model Venous Flashback Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,SOFTWARE_WORKFLOW_STATE,pmsr:/COM91cc68152e810d31e,Dani Model Action Sequence Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9e988edbc795ec972,Dani Model Ventilation Flow Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739288006994165,Diagnostic Imaging Simulator,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM9f849432b7ab6abfb,Diagnostic Imaging Simulator Probe Contact Detector,instrument-specific,https://www.chison.com/b-w-ultrasound/eco-2.html,https://www.chison.com/products/,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287021517805,Diagnostic Simulators,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM99ce671ab8b1d5b03,Diagnostic Simulators Interaction Event Detector,instrument-specific,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287021517805,Diagnostic Simulators,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM98e23d9aee3a31b34,Diagnostic Simulators Airway Pressure Detector,instrument-specific,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739287021517805,Diagnostic Simulators,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9ebbbd6c6cc5db4e8,Diagnostic Simulators Pulse Rate Detector,instrument-specific,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739288153666735,Diagnostic Ultrasound,Point-of-Care Ultrasound and Imaging,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM944bc7b3889ae7afc,Diagnostic Ultrasound Probe Contact Detector,instrument-specific,https://www.chison.com/b-w-ultrasound/eco-2.html,https://www.chison.com/products/,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404158691525,Ear Irrigation Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM95c2d8ec9aa24be59,Ear Irrigation Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404158691525,Ear Irrigation Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM903d04799844712c1,Ear Irrigation Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739404158691525,Ear Irrigation Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM973ddb74c98cc4780,Ear Irrigation Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739301133578555,Extraoral Scanner,Dental and Oral Scanning Systems,IMAGING_TABLE,IMAGING_ANATOMY_SPATIAL,pmsr:/COM946fd9fa28a45e803,Extraoral Scanner Probe Contact Detector,instrument-specific,https://support.3shape.com/,https://support.medit.com/hc/en-us,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9065895571ef17d72,Female Genitalia Catherization Simulator Interaction Event Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9f19a75cf5780097d,Female Genitalia Catherization Simulator Airway Pressure Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9c6e0b6a8460da436,Female Genitalia Catherization Simulator Pulse Rate Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,PROCEDURAL_FORCE_PRESSURE,pmsr:/COM93b37a890de624f15,Female Genitalia Catherization Simulator Applied Force Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,IV_VASCULAR_ACCESS,pmsr:/COM9bbfd874da2e490d6,Female Genitalia Catherization Simulator Venous Flashback Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM9b22734475671bff7,Female Genitalia Catherization Simulator Procedure Completion Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM94d3ff5f362cc035b,Female Genitalia Catherization Simulator Ventilation Flow Detector,instrument-specific,https://www.nascohealthcare.com/,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739303195193785,Geriatic Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM95b70346448215735,Geriatic Care Simulator Interaction Event Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739303195193785,Geriatic Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM9412bfe70fbd8d8bc,Geriatic Care Simulator Airway Pressure Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739303195193785,Geriatic Care Simulator,General Medical Device Governance,MEDIUM_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9a6c73bcd29d4344e,Geriatic Care Simulator Pulse Rate Detector,family-level-curated,https://www.iso.org/standard/72704.html,https://www.iso.org/standard/72704.html,https://webstore.iec.ch/publication/67072,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,GENERAL_SIMULATION_OTHER,pmsr:/COM94cb8d9390f7e95ef,Gynaecological Examination Mannequin Interaction Event Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,AIRWAY_RESPIRATORY,pmsr:/COM95cb2c19f033fd086,Gynaecological Examination Mannequin Airway Pressure Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,HIGH_MANNEQUIN_PROCEDURE,CARDIOVASCULAR_HEMODYNAMIC,pmsr:/COM9a53a6e7fef7f48cb,Gynaecological Examination Mannequin Pulse Rate Detector,instrument-specific,https://laerdal.com/us/products/simulation-training/,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,Family/instrument documentation used as detector plausibility evidence; needs model-specific confirmation before production publish.
