hasURI,hasco:hascoType,rdfs:subClassOf,rdfs:label,vstoi:hasContent,vstoi:hasLanguage,vstoi:hasVersion,hasco:hasMaker,rdfs:comment:,hasco:hasImage,hasco:hasWebDocument
pmsr:/CSM96b1c40cbd945a79a,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Automated External Defibrilator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9a73c6d40dc645982,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Blood Pressure Measurement Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM95024d8c436e90342,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Blood Pressure Measurement Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9d498117296650fd4,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Blood Pressure Measurement Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM956a09acce37c00df,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Butterfly IQ+; domain=IMAGING_ANATOMY_SPATIAL.,,https://support.butterflynetwork.com/hc/en-us
pmsr:/CSM9d2cd2e0e3164e3dc,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Butterfly Ultrasound Probes; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/handheld-ultrasound/
pmsr:/CSM9e1a69de49a265f82,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for CAD-CAM System; domain=GENERAL_SIMULATION_OTHER.,,https://support.3shape.com/
pmsr:/CSM96b31842bce5dcdb2,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Cancer Patient Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM90815dc96432f96da,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Cancer Patient Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9bfbefb4029562be2,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Cancer Patient Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM986f6f2fcca772e17,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Cancer Patient Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM9c7164c6501a2f221,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Cancer Patient Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM97d340fb11b45a500,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Cancer Patient Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.who.int/mega-menu/health-topics/resources/fact-sheets
pmsr:/CSM918a63ecb1715441b,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Cardiac Procedure Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM990298a1427442675,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Cardiac Procedure Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM91c04b48e31427ab0,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Cardiac Procedure Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM98b9cb85b46753960,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Care Simulators; domain=GENERAL_SIMULATION_OTHER.,,https://www.ssih.org/about-simulation
pmsr:/CSM9379db4d4fb785cf5,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Care Simulators; domain=AIRWAY_RESPIRATORY.,,https://www.ssih.org/about-simulation
pmsr:/CSM92f77f894ce273233,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Care Simulators; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.ssih.org/about-simulation
pmsr:/CSM9918d10e4ac4a7259,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Chison Cbit-9 Stationary Ultrasound; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/products/
pmsr:/CSM94d921b7a5d237544,vstoi:ComponentStem,,Scenario State Detector Stem,Detector for scenario-state transitions and milestones.,en,1,,Proposed detector expansion for Dani Model; domain=SOFTWARE_WORKFLOW_STATE.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9f92c10a177fda40c,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Dani Model; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM977ca489e37e7effe,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Dani Model; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9b335deba451cba52,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Dani Model; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9c66ffd5355ad297e,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Dani Model; domain=IV_VASCULAR_ACCESS.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM975bf32c5546d1287,vstoi:ComponentStem,,Action Sequence Detector Stem,Detector for ordered step completion events.,en,1,,Proposed detector expansion for Dani Model; domain=SOFTWARE_WORKFLOW_STATE.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM93316fda62f53722b,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Dani Model; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM93c4a5674971bce75,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Diagnostic Imaging Simulator; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/b-w-ultrasound/eco-2.html
pmsr:/CSM959cc1176e717120e,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Diagnostic Simulators; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products
pmsr:/CSM99586654dea8a7e16,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Diagnostic Simulators; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products
pmsr:/CSM9acd6d76f97b32a6f,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Diagnostic Simulators; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/medical-devices/medical-device-databases/corrective-actions-electronic-products
pmsr:/CSM92ba49139c757ed04,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Diagnostic Ultrasound; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/b-w-ultrasound/eco-2.html
pmsr:/CSM9b8b5990a9bc16b7f,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Ear Irrigation Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM93a294ba2fcd554b7,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Ear Irrigation Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9c17082de921f3bd7,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Ear Irrigation Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9abb802bebfa6e73f,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Extraoral Scanner; domain=IMAGING_ANATOMY_SPATIAL.,,https://support.3shape.com/
pmsr:/CSM949019081da4194fc,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/
pmsr:/CSM976487c272f9a16da,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM994bdafe1fd135ba9,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/
pmsr:/CSM97ef6b9bafd907a3e,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.nascohealthcare.com/
pmsr:/CSM90d8bb8436b354767,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.nascohealthcare.com/
pmsr:/CSM9be63693a4d2de85d,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/
pmsr:/CSM91c78dbd4a4e327ad,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Female Genitalia Catherization Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/
pmsr:/CSM9cbad38031c8a8953,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Geriatic Care Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM99a823c181f4f7de1,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Geriatic Care Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM9645ca857216205a0,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Geriatic Care Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.fda.gov/about-fda/cdrh-transparency/total-product-life-cycle-medical-devices
pmsr:/CSM97509f0062fd1f406,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM90bbc3d6d425d8b1b,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9dfe1e8fa98846b5c,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM93977c34f39b38c17,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9791272432f1f76a0,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=IV_VASCULAR_ACCESS.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9a9fa37e49b581efa,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM914424e2ca6f23875,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Gynaecological Examination Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9f7ed46ceb4229e18,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM90d4988be27c71565,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9cacdf80013f26e29,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9606dfb5a35237e48,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM98c7aba34e5be7709,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=IV_VASCULAR_ACCESS.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM94b01ffb43fb6d533,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM93b670eb872389131,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for High-Fidelity Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM928cf00be99515fd6,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Imaging; domain=IMAGING_ANATOMY_SPATIAL.,,https://www.chison.com/products/
pmsr:/CSM9aee9cbc3472181e4,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.ssih.org/about-simulation
pmsr:/CSM9eb559da4ff377d1f,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.ssih.org/about-simulation
pmsr:/CSM938613baf26581c7c,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.ssih.org/about-simulation
pmsr:/CSM9b333dd31966be4b4,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://www.ssih.org/about-simulation
pmsr:/CSM98c93075db7016ddb,vstoi:ComponentStem,,Venous Flashback Detector Stem,Detector for venous access flashback event.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=IV_VASCULAR_ACCESS.,,https://www.ssih.org/about-simulation
pmsr:/CSM99cf2b1dc559be6ee,vstoi:ComponentStem,,Procedure Completion Detector Stem,Detector for successful procedure completion state.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://www.ssih.org/about-simulation
pmsr:/CSM9dfdfed4bb1be7a1b,vstoi:ComponentStem,,Ventilation Flow Detector Stem,Sensor for inspiratory/expiratory flow signal.,en,1,,Proposed detector expansion for Intramuscular Injections Simulator; domain=AIRWAY_RESPIRATORY.,,https://www.ssih.org/about-simulation
pmsr:/CSM9ad565cbb6b63799b,vstoi:ComponentStem,,Probe Contact Detector Stem,Detector for probe-to-surface contact quality.,en,1,,Proposed detector expansion for Intraoral Scanner; domain=IMAGING_ANATOMY_SPATIAL.,,https://support.3shape.com/
pmsr:/CSM9bf1a4781a6d647a0,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for IV Fluid Administration; domain=GENERAL_SIMULATION_OTHER.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM92892a1cff1cd3b32,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for IV Fluid Administration; domain=AIRWAY_RESPIRATORY.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM93fd09db7cb896ac0,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for IV Fluid Administration; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://www.nascohealthcare.com/about/our-purpose/
pmsr:/CSM9e8674cf2e7fa5220,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Laerdal Airway Simulator; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9e8fe63646daa95de,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Laerdal Airway Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM94ebae35a247b51a4,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Laerdal Airway Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM980029c127592d21b,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Laerdal ALS Baby Trainer 200; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9e0b6f7bc85843494,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Laerdal ALS Baby Trainer 200; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9c4da8f90d6ea756c,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Laerdal ALS Baby Trainer 200; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9fb7ba86cf67ea5dc,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Laerdal DAE Simulator; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9ef673dff665df409,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Laerdal DAE Simulator; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9c2113835d438aee5,vstoi:ComponentStem,,Applied Force Detector Stem,Detector for procedure force application magnitude.,en,1,,Proposed detector expansion for Laerdal DAE Simulator; domain=PROCEDURAL_FORCE_PRESSURE.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM91cc8dd9fe070231c,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Laerdal Nursing Anne Mannequin; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM9add0352cfe599c69,vstoi:ComponentStem,,Airway Pressure Detector Stem,Sensor for airway pressure changes during ventilation and intubation tasks.,en,1,,Proposed detector expansion for Laerdal Nursing Anne Mannequin; domain=AIRWAY_RESPIRATORY.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM904112859831dadbf,vstoi:ComponentStem,,Pulse Rate Detector Stem,Detector for pulse presence and pulse-rate signal.,en,1,,Proposed detector expansion for Laerdal Nursing Anne Mannequin; domain=CARDIOVASCULAR_HEMODYNAMIC.,,https://laerdal.com/us/products/simulation-training/
pmsr:/CSM979fca9100d52ccf0,vstoi:ComponentStem,,Interaction Event Detector Stem,General detector for user-device interaction events.,en,1,,Proposed detector expansion for Laerdal Nursing Care Simulator; domain=GENERAL_SIMULATION_OTHER.,,https://laerdal.com/us/products/simulation-training/
