rank,priority_band,priority_rationale,action_class,instrument_uri,instrument_label,component_uri,component_label,doc_family,current_reachable_urls,current_blocked_urls,suggested_source_target,recommended_action,status,live_candidate_urls_by_family,has_live_candidates,needs_link_replacement,needs_component_specific_upgrade,next_step,deepscan_pages_checked,deepscan_best_url,deepscan_best_snippet,deepscan_score,deepscan_verdict,deepscan_reason,v3_strict_verdict,v3_strict_reason
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739402037946315,IV Fluid Administration,pmsr:/COM1786054978466517000,IV Fluid Administration Actuator,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/about/our-purpose/,"manager layton roubique global sales director north america dianne wentz customer service administration manager khaled abudayyeh technical &amp; support manager shay steel national director of strategic sales, north america melissa dummer ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739402037946315,IV Fluid Administration,pmsr:/COM1786054978466513000,IV Fluid Administration Detector,Procedure Trainers and Skills Simulators,,https://limbsandthings.com/us/support/ (404; HTTPError 404: Not Found) | https://www.cdc.gov/infection-control/ (403; HTTPError 403: Forbidden),Limbs & Things/Nasco model manuals and replacement parts documentation for exact simulator model.,Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://www.nascohealthcare.com/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,8,https://www.nascohealthcare.com/about/our-purpose/,"manager layton roubique global sales director north america dianne wentz customer service administration manager khaled abudayyeh technical &amp; support manager shay steel national director of strategic sales, north america melissa dummer ",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,pmsr:/COM1786054978466594000,Laerdal ALS Baby Trainer 200 Actuator,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",6,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,pmsr:/COM1786054978466590000,Laerdal ALS Baby Trainer 200 Detector,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",6,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739398519577895,Laerdal Airway Simulator,pmsr:/COM1786054978466614000,Laerdal Airway Simulator Actuator,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739398519577895,Laerdal Airway Simulator,pmsr:/COM1786054978466608000,Laerdal Airway Simulator Detector,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739392367425715,Laerdal DAE Simulator,pmsr:/COM1786054978466632000,Laerdal DAE Simulator Actuator,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739392367425715,Laerdal DAE Simulator,pmsr:/COM1786054978466628000,Laerdal DAE Simulator Detector,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738188452521625,DAE Trainer  -- CB:EMPTY,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738187586682545,Electrode  -- CB:Eletrodes Adult,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738187818694655,Electrode  -- CB:Eletrodes Pediatric,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1786054978466652000,Laerdal Nursing Anne Mannequin Actuator,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1786054978466647000,Laerdal Nursing Anne Mannequin Detector,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1739399134970895,Microphone  -- CB:EMPTY,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738100153764155,SimPad Device  -- CB:EMPTY,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,pmsr:/COM1738099771423295,Skill Guide Device  -- CB:EMPTY,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",1,NO_COMPONENT_SIGNAL_FOUND,No meaningful component signal found across reachable candidate pages.,NO_COMPONENT_SIGNAL_FOUND,No component-level signal detected in deep scan.
,,,REPLACE_BROKEN_LINKS,pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,pmsr:/COM1786054978466690000,Laerdal Nursing Care Simulator Actuator,Resuscitation and Mannequin Platforms,,https://laerdal.force.com/HelpCenter/s/ (404; HTTPError 404: Not Found) | https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines (403; HTTPError 403: Forbidden),"Vendor model manual/IFU from Laerdal product/support pages, plus component-specific accessories docs.",Replace blocked/dead URLs with live vendor/model documents and confirm HTTP 200 accessibility.,TODO,https://laerdal.com/us/products/simulation-training/,yes,yes,no,Replace blocked URLs with one live candidate URL; then seek component-specific model page beneath that domain.,12,https://laerdal.com/us/products/simulation-training/,"simulation and training | laerdal medical skip to content <language-picker :america=""[{&quot;name&quot;:&quot;am&#xe9;rica latina&quot;,&quot;url&quot;:&quot;/la/products/simul",3,PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,"Some component/instrument tokens matched, but explicit proof remains uncertain.",PARTIAL_MATCH_NEEDS_HUMAN_CONFIRMATION,Partial only: no exact phrase and no sensor term in snippet.
