component_uri,component_label,instrument_uri,instrument_label,doc_family,primary_doc_url,secondary_doc_url,status
pmsr:/COM1786054978466312000,Care Simulators Detector,pmsr:/INS1739301711235865,Care Simulators,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466316000,Care Simulators Actuator,pmsr:/INS1739301711235865,Care Simulators,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466328000,Chison Cbit-9 Stationary Ultrasound Detector,pmsr:/INS1739288499528465,Chison Cbit-9 Stationary Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466332000,Chison Cbit-9 Stationary Ultrasound Actuator,pmsr:/INS1739288499528465,Chison Cbit-9 Stationary Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466344000,Dani Model Detector,pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466348000,Dani Model Actuator,pmsr:/INS1739287212610855,Dani Model,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466360000,Diagnostic Imaging Simulator Detector,pmsr:/INS1739288006994165,Diagnostic Imaging Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466364000,Diagnostic Imaging Simulator Actuator,pmsr:/INS1739288006994165,Diagnostic Imaging Simulator,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466375000,Diagnostic Simulators Detector,pmsr:/INS1739287021517805,Diagnostic Simulators,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466380000,Diagnostic Simulators Actuator,pmsr:/INS1739287021517805,Diagnostic Simulators,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466392000,Diagnostic Ultrasound Detector,pmsr:/INS1739288153666735,Diagnostic Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466395000,Diagnostic Ultrasound Actuator,pmsr:/INS1739288153666735,Diagnostic Ultrasound,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466408000,Ear Irrigation Simulator Detector,pmsr:/INS1739404158691525,Ear Irrigation Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466412000,Ear Irrigation Simulator Actuator,pmsr:/INS1739404158691525,Ear Irrigation Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466425000,Extraoral Scanner Detector,pmsr:/INS1739301133578555,Extraoral Scanner,Dental and Oral Scanning Systems,https://support.3shape.com/,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,ok
pmsr:/COM1786054978466429000,Extraoral Scanner Actuator,pmsr:/INS1739301133578555,Extraoral Scanner,Dental and Oral Scanning Systems,https://support.3shape.com/,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,ok
pmsr:/COM1786054978466443000,Female Genitalia Catherization Simulator Detector,pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466447000,Female Genitalia Catherization Simulator Actuator,pmsr:/INS1739403188428355,Female Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466460000,Geriatic Care Simulator Detector,pmsr:/INS1739303195193785,Geriatic Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466464000,Geriatic Care Simulator Actuator,pmsr:/INS1739303195193785,Geriatic Care Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466477000,Gynaecological Examination Mannequin Detector,pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466482000,Gynaecological Examination Mannequin Actuator,pmsr:/INS1739397556188145,Gynaecological Examination Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466495000,High-Fidelity Mannequin Detector,pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466499000,High-Fidelity Mannequin Actuator,pmsr:/INS1739287159797795,High-Fidelity Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466513000,IV Fluid Administration Detector,pmsr:/INS1739402037946315,IV Fluid Administration,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466517000,IV Fluid Administration Actuator,pmsr:/INS1739402037946315,IV Fluid Administration,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466531000,Imaging Detector,pmsr:/INS1739300958884615,Imaging,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466538000,Imaging Actuator,pmsr:/INS1739300958884615,Imaging,Point-of-Care Ultrasound and Imaging,https://support.butterflynetwork.com/hc/en-us,https://www.who.int/teams/health-product-policy-and-standards/assistive-and-medical-technology/medical-devices,ok
pmsr:/COM1786054978466552000,Intramuscular Injections Simulator Detector,pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466557000,Intramuscular Injections Simulator Actuator,pmsr:/INS1739404046114785,Intramuscular Injections Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466570000,Intraoral Scanner Detector,pmsr:/INS1739301081410085,Intraoral Scanner,Dental and Oral Scanning Systems,https://support.3shape.com/,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,ok
pmsr:/COM1786054978466575000,Intraoral Scanner Actuator,pmsr:/INS1739301081410085,Intraoral Scanner,Dental and Oral Scanning Systems,https://support.3shape.com/,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,ok
pmsr:/COM1786054978466590000,Laerdal ALS Baby Trainer 200 Detector,pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466594000,Laerdal ALS Baby Trainer 200 Actuator,pmsr:/INS1739487989328225,Laerdal ALS Baby Trainer 200,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466608000,Laerdal Airway Simulator Detector,pmsr:/INS1739398519577895,Laerdal Airway Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466614000,Laerdal Airway Simulator Actuator,pmsr:/INS1739398519577895,Laerdal Airway Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466628000,Laerdal DAE Simulator Detector,pmsr:/INS1739392367425715,Laerdal DAE Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466632000,Laerdal DAE Simulator Actuator,pmsr:/INS1739392367425715,Laerdal DAE Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466647000,Laerdal Nursing Anne Mannequin Detector,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466652000,Laerdal Nursing Anne Mannequin Actuator,pmsr:/INS1739823398493725,Laerdal Nursing Anne Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466684000,Laerdal Nursing Care Simulator Detector,pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466690000,Laerdal Nursing Care Simulator Actuator,pmsr:/INS1739401557396065,Laerdal Nursing Care Simulator,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466706000,Low-Fidelity Mannequin Detector,pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466711000,Low-Fidelity Mannequin Actuator,pmsr:/INS1739397137461495,Low-Fidelity Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466727000,Male Examination Mannequin Detector,pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466731000,Male Examination Mannequin Actuator,pmsr:/INS1740143777940835,Male Examination Mannequin,Resuscitation and Mannequin Platforms,https://laerdal.force.com/HelpCenter/s/,https://cpr.heart.org/en/resuscitation-science/cpr-and-ecc-guidelines,ok
pmsr:/COM1786054978466746000,Male Genitalia Catherization Simulator Detector,pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466752000,Male Genitalia Catherization Simulator Actuator,pmsr:/INS1739403078441215,Male Genitalia Catherization Simulator,Procedure Trainers and Skills Simulators,https://limbsandthings.com/us/support/,https://www.cdc.gov/infection-control/,ok
pmsr:/COM1786054978466767000,Male Inguinal Hernia Anatomy Model Detector,pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466773000,Male Inguinal Hernia Anatomy Model Actuator,pmsr:/INS1739483351917145,Male Inguinal Hernia Anatomy Model,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466790000,Medical Device Detector,ncit:C16830,Medical Device,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466794000,Medical Device Actuator,ncit:C16830,Medical Device,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466811000,Medical Examination Simulators Detector,pmsr:/INS1739287092102085,Medical Examination Simulators,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466817000,Medical Examination Simulators Actuator,pmsr:/INS1739287092102085,Medical Examination Simulators,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466833000,Medical Procedure Simulator Detector,pmsr:/INS1739301814401805,Medical Procedure Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
pmsr:/COM1786054978466838000,Medical Procedure Simulator Actuator,pmsr:/INS1739301814401805,Medical Procedure Simulator,General Medical Device Governance,https://www.fda.gov/medical-devices/device-advice-comprehensive-regulatory-assistance/medical-device-databases,https://www.iso.org/standard/72704.html,ok
